22,19803,19803,2023,860Z200US19803,21971,46.4,21971,18978,1158,17,798,0,318,702,21971,1081,21971,681,1639,410,958,1769,390,12,8723,6225,2498,8723,6225,2946,1547,1158,428,120,26,8723,2509,359,0,,16192,2122,205,803,1375,1213,5184,3016,788,929,9917,21464,4895,528,286,894,1008,1182,707,133941,73167,8723,158,2603,0.4729,17865,11404,11307,10709,598,6461,17865,8900,8900,8723,177,8723,7854,869,436200,1736,26.8,1960,8900,7784,469,0,91,70,101,75,301,9,21385,19389,1437,2470,5156,4831,8723,216,2263,4258,1476,510,21433,531,554,10558,7426,63,0,2190,8368,1229,614,226,20938,0,0,347,38,23,17233,1058,21500,0,213,201,459,1337,1550,10709,5851,3229,1612,970,642,615,282,167,638,30,222,247,139,364,10709,5851,13,13,0,420,531,177,538,350,296,54,218,833,760,73,1031,8585,4959,8,8,0,10709,13,448,865,233,1052,460,289,1374,1650,2897,738,325,365,6591,0,80994,99058,116692,137467,97262,103177,91230,4641,3110,6069,5878,2273,1,2025-12-01T17:03:07.987Z,2025-12-01T17:03:07.987Z
23,19804,19804,2023,860Z200US19804,18231,41,18231,12180,2405,56,279,16,1753,1542,18231,3274,18231,860,1824,199,964,2303,541,172,7627,4388,3239,7627,4388,1825,1138,936,356,87,46,7627,2067,609,0,,13292,4097,673,798,2013,1165,1971,868,106,154,3099,17660,3722,160,181,514,721,1199,778,76204,45369,7627,336,584,0.4829,15543,10314,10314,9711,603,5229,15543,8075,8075,7627,448,7627,5773,1854,244700,1157,26.6,1957,8075,5495,1064,170,441,277,535,14,15,64,18215,14148,787,2061,3139,3589,7627,448,3102,2606,998,473,18200,1546,243,9562,7255,137,0,962,8600,1239,590,315,17320,182,0,94,67,0,14707,729,18231,0,68,157,660,2026,738,9711,4620,1197,551,442,109,407,315,30,162,0,43,63,56,77,9711,4620,99,92,7,767,306,59,625,625,602,23,103,271,227,44,676,6938,3649,99,92,7,9711,119,805,437,99,1505,852,154,689,1179,2255,954,421,242,3658,5,46640,64631,73171,69464,78616,72460,79432,3524,4162,5110,3821,1614,1,2025-12-01T17:03:48.434Z,2025-12-01T17:03:48.434Z
24,19805,19805,2023,860Z200US19805,40315,35.8,40315,16928,13359,306,316,23,5549,3834,40315,10080,40315,2319,3742,225,1423,5575,2116,341,15952,9312,6640,15952,9312,3559,2523,1966,880,276,108,15952,5137,2820,0,,26753,8606,1096,1720,3850,1893,4090,1535,421,169,6215,39064,9831,927,280,2121,2714,2364,983,56708,31136,15952,1155,562,0.4473,31010,20439,20401,19298,1103,10571,31010,17281,17281,15952,1329,15952,9056,6896,220200,1203,32.9,1948,17281,4834,8875,837,990,856,369,241,261,12,39877,21901,1496,3914,5428,4919,15952,2007,8162,4404,1094,285,39823,8315,991,18920,13520,1054,84,1643,17277,2802,1268,719,37730,569,59,348,10,111,29623,2108,39949,88,254,490,1125,4694,1740,19298,9628,1988,711,485,226,717,416,66,421,38,141,162,80,139,19298,9628,89,69,20,1049,547,63,1028,1258,1180,78,66,553,507,46,1424,13256,6649,56,36,20,19298,93,1141,884,370,2117,1727,146,1623,2490,4488,2174,992,1053,5931,9,40588,61684,59306,59876,58529,90938,91134,10654,8896,10510,8346,1909,1,2025-12-01T17:04:28.880Z,2025-12-01T17:04:28.880Z
25,19806,19806,2023,860Z200US19806,9934,49.8,9934,7778,1092,7,133,0,429,495,9934,425,9934,217,468,115,251,534,180,23,6144,1733,4411,6144,1733,1142,361,142,83,5,0,6144,483,92,0,,8495,1100,52,181,462,488,2963,1671,1124,253,6011,9833,1160,66,51,328,88,134,293,86240,83611,6144,501,1069,0.5134,9144,6188,6184,6059,125,2956,9144,6638,6638,6144,494,6144,3131,3013,370500,1329,27.4,1952,6638,593,2174,259,752,279,152,546,1883,0,9576,5712,467,1363,1699,1196,6144,952,3015,1894,219,64,9613,1048,120,5954,3917,183,0,1404,4550,894,181,22,9727,38,0,179,0,0,9108,369,9659,0,57,126,87,1539,808,6059,2820,1970,842,534,308,467,243,115,515,124,191,159,41,146,6059,2820,52,52,0,111,257,18,174,147,78,69,65,541,506,35,536,4517,2198,52,52,0,6059,52,206,392,18,278,152,103,886,1157,1828,363,320,304,4471,0,77284,82695,100221,100044,114167,88533,122031,822,2818,2051,2913,1330,1,2025-12-01T17:05:09.330Z,2025-12-01T17:05:09.330Z
26,19807,19807,2023,860Z200US19807,7763,53.4,7763,6321,159,0,809,0,17,457,7763,184,7763,474,960,217,486,1044,353,12,3538,2323,1215,3538,2323,1360,487,391,85,0,0,3538,755,47,0,,6134,461,35,195,485,238,2148,1358,905,262,4673,7621,1397,61,57,223,285,447,244,156905,112146,3538,156,1519,0.5097,6857,4016,4016,3668,348,2841,6857,3813,3813,3538,275,3538,2432,1106,895400,1600,21.3,1967,3813,2590,227,0,414,46,66,56,396,18,7694,5819,212,784,1471,2137,3538,178,1078,1320,645,317,7700,803,135,3616,2458,221,42,625,2991,508,226,41,7532,38,0,235,26,0,6566,307,7701,0,31,27,96,495,630,3668,1946,1470,791,596,195,163,84,0,311,32,220,50,9,205,3668,1946,27,27,0,115,217,31,121,60,60,0,13,463,281,182,277,2758,1510,27,27,0,3668,27,144,359,48,193,60,88,763,591,957,159,71,208,2723,19,88594,106139,126176,137985,85781,106472,110568,1197,1101,1773,2393,1299,1,2025-12-01T17:05:49.776Z,2025-12-01T17:05:49.776Z
27,19808,19808,2023,860Z200US19808,38334,43.6,38334,27291,3089,54,3067,0,2236,2597,38334,5502,38334,2226,5447,472,3221,5751,1478,50,15587,10198,5389,15587,10198,4880,2451,1878,627,236,126,15587,4047,1260,23,,28373,7249,744,1575,3221,2006,6934,3248,407,1085,11674,37623,8459,607,334,1873,1823,1765,1616,92883,48076,15587,433,1920,0.4027,31868,21132,21123,20337,786,10736,31868,16037,16037,15587,450,15587,12322,3265,309700,1357,26.3,1971,16037,9867,2814,48,231,552,1125,502,136,762,37645,30038,1464,3157,9508,7130,15587,512,5561,6519,2218,777,37501,2105,538,19882,14392,214,31,2610,17272,2114,837,495,36776,92,51,191,279,0,31059,2055,37930,0,199,434,843,4304,2176,20337,10439,4119,1812,1079,733,1222,701,244,706,168,90,295,153,379,20337,10439,140,100,40,1445,862,183,1621,939,697,242,201,1133,1019,114,1287,14427,7944,96,68,28,20337,226,1509,1372,295,2400,1272,277,2431,2654,4443,2102,515,841,9144,74,56404,76468,78750,80931,77527,102887,96875,7266,7763,9909,10080,3316,1,2025-12-01T17:06:30.225Z,2025-12-01T17:06:30.225Z
28,19809,19809,2023,860Z200US19809,15129,37.9,15129,9757,3661,1,665,0,149,896,15129,611,15129,322,891,100,569,1106,329,0,6236,3860,2376,6236,3860,1638,1052,902,185,11,72,6236,2060,952,3,,10547,2300,234,936,1216,800,2683,1691,261,101,4736,14207,3431,299,148,798,667,746,445,85988,44836,6236,382,827,0.4288,11611,7955,7955,7458,497,3656,11611,6531,6531,6236,295,6236,4324,1912,308900,1373,28.4,1957,6531,3933,640,183,237,859,372,110,175,22,15015,10705,468,1222,3768,2735,6236,362,2693,2220,707,254,14982,1742,971,7367,4933,265,0,1350,6017,807,320,275,13700,10,0,81,30,0,11202,698,15035,0,62,62,388,1453,715,7458,3640,2084,1085,684,401,344,272,13,596,25,32,364,175,59,7458,3640,26,26,0,204,238,72,455,265,238,27,48,506,488,18,618,5354,2702,16,16,0,7458,32,261,320,134,739,391,97,1012,1243,1852,647,442,288,4498,22,59591,75458,81750,78603,89375,82250,81472,3927,2850,3499,3868,985,1,2025-12-01T17:07:10.676Z,2025-12-01T17:07:10.676Z
29,19810,19810,2023,860Z200US19810,25859,46.1,25859,19696,2646,59,1582,0,126,1750,25859,760,25859,864,2374,332,1510,2587,734,9,10599,7116,3483,10599,7116,3452,1476,1429,564,188,7,10599,2718,535,0,,19231,3428,360,979,1962,1475,5355,3581,591,698,10225,25124,5458,382,245,1264,1084,1256,790,110486,57200,10599,336,2468,0.419,21342,12883,12883,12461,422,8459,21342,11000,11000,10599,401,10599,8431,2168,420300,1517,31.4,1967,11000,7871,621,27,179,489,529,180,831,273,25648,21802,875,2940,5961,4017,10599,608,3034,4825,1575,557,25646,1217,568,12303,8368,472,0,2551,9752,1221,892,338,24529,15,0,326,180,0,20427,1064,25784,0,112,141,762,2137,1904,12461,6732,3620,1442,900,542,1168,545,210,535,51,123,264,97,475,12461,6732,25,0,25,417,1066,152,514,556,511,45,136,672,546,126,919,9201,5266,25,0,25,12461,83,480,1415,245,1083,649,191,1249,1625,3289,968,470,714,6741,28,66462,87818,92888,108295,86400,102596,100858,5432,4521,6032,6915,2959,1,2025-12-01T17:07:51.120Z,2025-12-01T17:07:51.120Z
30,19901,19901,2023,860Z200US19901,39149,32.4,39149,19022,13787,62,853,91,1218,4116,39149,5086,39149,1326,2572,324,1246,4274,1623,1027,14363,9218,5145,14363,9218,3933,2200,1814,552,511,208,14363,4843,1965,53,,23532,6396,1320,1691,3269,2043,3820,1833,395,205,6253,37933,11733,278,511,1829,1712,2108,4335,63891,31142,14363,658,698,0.4354,31052,18137,16697,15327,1370,12915,31052,15443,15443,14363,1080,14363,7771,6592,258400,1353,30.9,1986,15443,7337,2648,430,381,739,816,480,488,2115,36496,19519,1484,3392,6467,3808,14363,958,6142,4967,1517,779,36362,6050,977,16372,12549,290,76,1029,15343,3576,920,496,36628,157,184,274,112,0,28515,3349,37567,0,774,543,999,5787,2084,15327,7306,1860,766,520,246,556,259,197,364,69,25,224,46,174,15327,7306,79,79,0,1043,806,62,1144,833,743,90,53,269,221,48,646,10085,5168,22,22,0,15327,79,1088,1255,242,2424,1123,145,779,1218,3770,1487,642,1075,4568,5,37007,61856,62349,62860,62222,66725,51042,9194,11664,7575,7953,2763,1,2025-12-01T17:08:31.678Z,2025-12-01T17:08:31.678Z
31,19902,19902,2023,860Z200US19902,53,21.4,53,35,11,0,3,0,1,3,53,4,53,1,1,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,0,0,0,3,1,0,0,0,0,0,53,3,0,0,0,0,0,3,,22996,0,0,0,-666666666,53,53,0,0,0,0,53,0,0,0,0,0,0,0,,,-666666666,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,36,0,0,0,53,5,0,0,53,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,53,0,0,0,1,2025-12-01T17:09:12.220Z,2025-12-01T17:09:12.220Z
32,19904,19904,2023,860Z200US19904,38125,40.5,38125,18863,13450,278,1211,4,999,3320,38125,3080,38125,1704,3837,486,2133,4668,1905,86,14777,9216,5561,14777,9216,4061,2218,1830,516,402,189,14777,4154,1594,112,,26074,7183,1517,1933,3498,2394,4410,2065,419,208,7102,37327,9895,406,692,2060,1706,2057,2495,66885,33930,14777,601,781,0.4119,30922,19079,18924,17898,1026,11843,30922,16047,16047,14777,1270,14777,9165,5612,281000,1240,34.7,1990,16047,9015,1620,493,342,877,1608,586,299,1207,36969,24388,1691,4516,6191,6644,14777,1496,4606,5432,2323,920,36858,5313,696,17431,13176,277,185,1500,15931,2399,1064,480,36324,172,0,729,39,0,29559,3265,37559,0,371,391,951,4004,2011,17898,9197,2746,1330,826,504,667,277,54,376,116,8,211,41,373,17898,9197,111,111,0,905,1024,335,1300,927,827,100,18,338,271,67,777,12985,6701,111,111,0,17898,114,1230,1380,394,2336,1277,56,846,1688,5022,1379,911,1265,6524,43,42941,60479,68367,69861,61728,68662,85313,8411,8494,9170,8655,3395,1,2025-12-01T17:09:52.670Z,2025-12-01T17:09:52.670Z
33,19930,19930,2023,860Z200US19930,2873,67.6,2873,2557,17,146,20,0,45,88,2873,23,2873,21,108,69,87,132,12,0,1481,1042,439,1481,1042,875,118,44,0,5,0,1481,58,17,0,,2679,173,21,86,320,145,1026,629,159,104,1918,2851,219,0,0,28,21,17,151,118092,94327,1481,16,427,0.4797,2788,978,978,933,45,1810,2788,8884,8884,1481,7403,1481,1450,31,798300,1542,13.9,1989,8884,5334,2149,15,191,89,123,640,316,27,2857,2773,143,630,607,600,1481,59,559,606,153,104,2854,78,4,911,530,7,0,307,604,44,36,36,2851,0,0,174,0,0,2777,367,2857,0,5,88,18,92,645,933,465,288,148,94,54,39,28,0,90,2,23,50,15,11,933,465,0,0,0,26,9,7,42,16,10,6,3,48,26,22,131,634,330,0,0,0,933,3,26,24,7,67,19,11,76,197,208,132,25,138,537,0,61607,104028,121667,151563,104306,59205,58182,96,178,225,1758,616,1,2025-12-01T17:10:33.113Z,2025-12-01T17:10:33.113Z
34,19931,19931,2023,860Z200US19931,431,52.4,431,349,16,0,0,0,0,66,431,62,431,5,5,2,0,67,30,30,184,125,59,184,125,85,9,15,8,8,0,184,37,5,0,,334,98,6,12,24,65,83,27,4,0,114,406,83,3,0,17,17,26,13,91111,40920,184,4,9,0.2674,354,146,145,136,9,208,354,199,199,184,15,184,181,3,276300,,-666666666,1938,199,193,2,0,0,0,0,0,0,0,431,417,1,88,221,33,184,0,63,93,18,10,431,6,16,137,111,0,0,10,127,10,10,0,403,30,0,0,0,0,342,53,430,0,6,26,12,25,17,136,63,14,8,2,6,4,1,1,2,2,0,0,0,0,136,63,5,5,0,7,9,2,1,15,15,0,0,6,0,6,6,115,59,5,5,0,136,5,7,17,2,3,15,0,13,8,35,5,16,10,48,0,68158,74286,78125,85625,,77500,,88,39,107,160,37,1,2025-12-01T17:11:13.568Z,2025-12-01T17:11:13.568Z
35,19933,19933,2023,860Z200US19933,11409,38.9,11409,6457,2395,56,43,0,1363,1095,11409,2522,11409,775,1110,80,335,1163,379,12,4153,2894,1259,4153,2894,1346,538,587,164,182,77,4153,1289,594,0,,7245,1868,394,626,892,909,978,325,53,25,1381,10829,2620,254,127,718,688,491,302,61261,30049,4153,160,156,0.4292,8353,4467,4467,4254,213,3886,8353,4454,4454,4153,301,4153,3223,930,231300,1021,20.9,1998,4454,2816,234,38,33,95,40,25,0,1173,11391,8421,472,1027,2814,2566,4153,191,1684,1405,671,202,11162,2859,136,4105,3264,19,0,165,3940,612,329,284,10402,129,0,153,0,0,8238,620,11409,0,143,153,588,877,759,4254,2234,384,136,88,48,95,66,0,123,16,0,91,16,30,4254,2234,165,165,0,421,396,19,231,242,194,48,19,29,4,25,180,3149,1801,149,149,0,4254,186,546,557,30,470,307,52,102,261,1195,319,141,88,960,6,37130,54202,83162,84706,55313,85943,86321,3171,2076,2409,2840,913,1,2025-12-01T17:11:54.018Z,2025-12-01T17:11:54.018Z
36,19934,19934,2023,860Z200US19934,13579,38.7,13579,8746,3256,18,253,0,175,1131,13579,777,13579,408,1540,114,1132,1850,201,74,5050,3853,1197,5050,3853,2078,684,516,258,205,112,5050,1462,262,0,,9661,2405,294,591,1392,870,1932,1152,192,75,3351,13017,3058,152,227,626,532,551,807,79100,37102,5050,170,464,0.4038,11066,7118,6885,6583,302,3948,11066,5318,5318,5050,268,5050,4166,884,311200,1510,34.3,1997,5318,4459,331,71,82,18,40,18,0,299,13573,11291,505,1769,3643,3470,5050,199,1541,2081,697,532,13569,1067,342,6629,5141,13,18,634,5995,1011,346,52,12740,0,0,422,9,0,10478,1816,13346,0,112,200,464,1705,1123,6583,3423,1137,424,328,96,181,76,36,366,93,37,216,20,166,6583,3423,9,9,0,247,350,78,605,346,281,65,23,97,80,17,194,4187,2314,9,9,0,6583,70,258,365,80,1002,381,24,322,646,1503,595,410,927,2604,6,45035,59960,65769,59321,72819,72375,84000,2868,3462,2650,3683,916,1,2025-12-01T17:12:34.465Z,2025-12-01T17:12:34.465Z
37,19936,19936,2023,860Z200US19936,176,54.3,176,103,5,16,0,0,0,52,176,81,176,14,45,0,31,67,0,0,70,41,29,70,41,15,10,16,0,0,0,70,10,3,0,,141,57,7,9,4,4,9,0,0,0,9,176,14,0,0,0,4,10,0,35556,34405,70,6,8,0.5214,163,116,116,110,6,47,163,80,80,70,10,70,47,23,116300,1135,46.1,1981,80,46,0,0,0,0,0,0,0,34,176,129,0,11,93,2,70,0,32,12,12,14,176,13,0,110,59,0,0,0,110,9,3,2,173,0,0,0,0,0,159,21,176,0,0,0,3,12,11,110,61,11,9,9,0,2,2,0,0,0,0,0,0,0,110,61,9,9,0,12,0,0,19,6,6,0,0,0,0,0,2,106,58,9,9,0,110,9,12,23,0,21,6,0,10,4,24,0,1,0,11,0,35385,,,,,,,17,28,60,53,18,1,2025-12-01T17:13:14.913Z,2025-12-01T17:13:14.913Z
38,19938,19938,2023,860Z200US19938,9867,37.4,9867,7108,2104,52,161,0,133,309,9867,474,9867,187,494,30,307,1099,326,204,3160,2560,600,3160,2560,881,567,568,288,112,144,3160,1442,169,0,,6362,2204,185,460,801,643,925,479,32,54,1490,9412,2788,149,186,839,692,488,334,96338,34490,3160,79,167,0.3457,7269,4868,4868,4768,100,2401,7269,3246,3246,3160,86,3160,2797,363,335800,1624,28.1,1997,3246,2811,91,0,25,0,0,0,0,319,9859,9003,341,1113,3332,3147,3160,28,740,1324,618,450,9818,540,202,4631,3766,12,0,239,4392,247,692,71,9218,0,0,52,70,0,7092,513,9867,0,28,116,430,757,525,4768,2642,792,404,343,61,210,102,68,118,1,25,78,14,60,4768,2642,0,0,0,363,412,67,271,259,250,9,4,300,194,106,210,3861,2241,0,0,0,4768,7,381,457,67,526,303,40,430,296,1224,409,213,415,1845,7,49067,67372,81576,81701,81125,72390,49966,2775,1865,2779,2043,405,1,2025-12-01T17:13:55.363Z,2025-12-01T17:13:55.363Z
39,19939,19939,2023,860Z200US19939,7833,55.5,7833,7209,245,50,28,0,97,204,7833,196,7833,55,163,86,108,222,38,0,3214,2423,791,3214,2423,1559,340,347,113,50,14,3214,678,75,0,,6208,1850,155,271,802,573,1301,635,137,33,2106,7646,1420,84,89,292,432,155,239,86583,45276,3214,42,364,0.3987,6547,3576,3576,3478,98,2971,6547,4252,4252,3214,1038,3214,2960,254,365100,1375,19,1996,4252,3407,208,38,28,15,0,0,0,556,7833,7134,644,1141,2526,1537,3214,20,799,1703,532,160,7806,392,198,3457,2658,25,0,450,3007,277,199,78,7479,16,0,13,6,0,6472,559,7833,0,7,175,156,564,722,3478,1952,433,261,191,70,77,45,0,73,2,0,39,32,22,3478,1952,12,12,0,341,28,88,173,56,56,0,2,126,102,24,437,2533,1416,4,4,0,3478,12,364,51,104,286,65,54,268,599,788,407,137,343,1262,8,48570,59573,66875,75781,52321,29602,28239,1361,1051,1446,3045,930,1,2025-12-01T17:14:35.803Z,2025-12-01T17:14:35.803Z
40,19940,19940,2023,860Z200US19940,7108,41.7,7108,4762,1171,9,118,0,117,931,7108,737,7108,146,470,17,324,527,104,0,2351,1561,790,2351,1561,657,321,309,158,82,34,2351,734,181,0,,4881,1654,91,214,732,350,536,456,32,44,1068,6825,1687,69,269,610,349,100,148,63361,32617,2351,77,106,0.4185,5348,3331,3321,3107,214,2017,5348,2711,2711,2351,360,2351,1941,410,225700,938,23.3,1991,2711,1898,29,11,108,89,37,13,3,523,7016,5992,528,1131,1681,1427,2351,60,673,949,501,168,7016,997,216,3011,2485,0,0,324,2687,234,246,44,6681,129,0,49,0,0,5299,419,7006,0,21,71,191,586,410,3107,1950,375,282,266,16,17,16,0,38,13,0,17,8,38,3107,1950,89,89,0,278,417,19,205,207,198,9,26,30,0,30,163,2503,1635,89,89,0,3107,93,332,472,19,405,255,38,103,205,649,327,78,131,780,93,49724,65526,70259,66771,71316,90577,61250,1799,1268,1537,1921,583,1,2025-12-01T17:15:16.256Z,2025-12-01T17:15:16.256Z
41,19941,19941,2023,860Z200US19941,3120,37.2,3120,1679,824,0,0,0,202,415,3120,605,3120,183,204,4,21,212,12,0,1161,790,371,1161,790,363,168,202,52,4,1,1161,447,187,0,,2019,694,24,302,174,146,263,80,0,0,343,2859,685,18,37,217,177,137,99,66601,27319,1161,65,19,0.3902,2281,1324,1323,1226,97,957,2281,1273,1273,1161,112,1161,896,265,225500,1054,43.4,1994,1273,836,31,11,0,0,0,0,0,395,3107,2154,48,503,671,441,1161,99,192,392,245,233,3030,655,209,1226,1077,0,0,78,1148,190,72,82,2795,9,0,0,0,0,2226,115,3119,0,1,37,62,420,146,1226,554,46,32,30,2,8,6,0,6,0,0,6,0,0,1226,554,12,12,0,130,68,45,65,62,54,8,0,2,2,0,56,916,419,12,12,0,1226,12,151,107,45,156,62,0,25,133,327,33,73,102,283,0,44674,78630,41587,82847,41087,,,893,625,635,891,76,1,2025-12-01T17:15:56.707Z,2025-12-01T17:15:56.707Z
42,19943,19943,2023,860Z200US19943,13167,45.9,13167,9904,2432,38,51,0,204,538,13167,595,13167,100,389,205,289,625,30,25,5307,3943,1364,5307,3943,2045,836,748,215,58,41,5307,1451,333,30,,9895,2825,468,653,1277,695,1895,993,52,82,3022,12868,2672,117,102,647,368,797,505,77247,38548,5307,288,329,0.3939,11028,6164,5911,5648,263,4864,11028,5807,5807,5307,500,5307,4635,672,287200,1262,35.6,1994,5807,4746,56,0,35,22,8,61,0,854,13158,11328,1038,1028,3690,3165,5307,146,1424,2035,1033,669,13116,1068,141,5663,4803,1,0,327,5336,312,298,161,12600,0,0,84,0,0,10405,1426,12914,0,75,201,374,1276,645,5648,2558,875,283,181,102,93,3,41,391,27,19,205,140,108,5648,2558,50,50,0,449,283,32,174,235,198,37,24,22,0,22,265,4264,2016,28,28,0,5648,61,519,370,52,429,510,60,214,580,1397,558,286,612,2452,0,47924,58066,68906,65333,69487,49319,6429,2509,2148,3573,3919,1018,1,2025-12-01T17:16:37.160Z,2025-12-01T17:16:37.160Z
43,19944,19944,2023,860Z200US19944,652,71.7,652,575,0,7,0,0,0,70,652,4,652,0,2,1,2,2,0,0,315,216,99,315,216,199,10,3,4,0,0,315,6,1,0,,637,82,1,51,65,34,184,80,33,23,320,652,14,0,0,0,3,6,5,103125,92663,315,4,92,0.5408,648,234,234,231,3,414,648,1618,1618,315,1303,315,279,36,1160100,,12.7,1987,1618,876,343,30,36,83,27,84,17,122,652,600,58,79,63,232,315,2,104,171,33,5,652,17,0,228,158,0,0,46,182,20,17,0,652,0,0,6,0,0,643,65,652,0,0,5,0,25,60,231,136,70,40,24,16,8,2,0,9,0,1,0,8,13,231,136,0,0,0,7,11,22,23,2,0,2,7,16,9,7,16,129,87,0,0,0,231,0,8,11,22,43,11,7,35,41,27,19,4,3,118,0,57813,76250,73571,71429,74643,93750,93750,9,54,55,243,291,1,2025-12-01T17:17:17.599Z,2025-12-01T17:17:17.599Z
44,19945,19945,2023,860Z200US19945,8917,58.7,8917,6905,1085,0,76,0,233,618,8917,756,8917,348,486,99,138,491,96,0,3785,2731,1054,3785,2731,1665,483,310,223,27,23,3785,791,107,0,,7227,1977,267,644,822,618,1504,665,55,69,2293,8673,1232,78,12,298,237,419,108,86021,55568,3785,209,428,0.5204,7782,4325,4325,4122,203,3457,7782,5823,5823,3785,2038,3785,3313,472,410000,1229,24.9,2004,5823,4134,954,23,89,65,43,0,0,515,8911,7283,480,2091,2094,1246,3785,116,922,1587,711,449,8900,820,79,4089,3113,2,0,364,3725,393,485,133,8543,0,8,58,14,0,7570,713,8917,0,3,223,295,486,1116,4122,2040,511,378,351,27,40,23,7,84,6,0,78,0,9,4122,2040,87,87,0,464,233,54,177,100,75,25,62,149,120,29,221,2556,1435,87,87,0,4122,153,520,293,69,543,165,62,334,453,790,303,252,185,1369,29,42571,68750,82125,86989,53750,30893,,1347,988,1626,4154,802,1,2025-12-01T17:17:58.048Z,2025-12-01T17:17:58.048Z
45,19946,19946,2023,860Z200US19946,5508,45.5,5508,3535,1072,0,21,0,319,561,5508,271,5508,62,171,73,109,222,35,7,2081,1554,527,2081,1554,752,264,344,48,107,39,2081,588,158,0,,3889,1343,115,310,390,507,380,297,31,15,723,5426,1461,4,71,359,336,330,251,76213,31878,2081,28,116,0.3845,4451,2770,2702,2536,166,1681,4451,2307,2307,2081,226,2081,1762,319,263400,1282,34.7,1993,2307,1580,33,37,12,7,0,0,0,638,5508,4439,370,854,977,1275,2081,63,510,998,359,151,5508,651,110,2549,1959,25,0,303,2246,227,95,163,5326,0,0,1,0,0,4160,445,5440,0,44,40,70,514,316,2536,1408,259,115,96,19,29,25,1,54,41,2,3,8,61,2536,1408,20,20,0,226,148,11,140,22,22,0,27,242,65,177,75,1516,896,20,20,0,2536,20,239,153,18,300,56,31,282,94,805,278,65,195,871,0,33184,62348,83911,84537,79550,79034,78920,1280,838,1526,1499,365,1,2025-12-01T17:18:38.494Z,2025-12-01T17:18:38.494Z
