46,19947,19947,2023,860Z200US19947,19343,37.1,19343,12071,1948,238,79,0,2792,2215,19343,7132,19343,2953,3767,124,814,3953,1436,82,6356,4584,1772,6356,4584,1795,1024,799,372,312,282,6356,2498,607,30,,12690,3426,600,557,1198,1545,1466,747,83,25,2321,18587,4076,119,176,667,1186,1314,503,68529,29600,6356,125,281,0.4092,15016,8517,8498,8297,201,6499,15016,6972,6972,6356,616,6356,4306,2050,294000,1298,36.8,1992,6972,5036,182,145,76,424,158,200,96,655,17937,12216,630,1549,4765,2865,6356,143,1702,2384,1390,737,17858,2036,482,8217,6316,36,0,297,7920,649,879,449,18194,189,0,77,11,0,14441,999,18004,0,89,205,404,1483,1020,8297,5065,726,319,297,22,158,61,29,160,32,15,88,25,89,8297,5065,145,137,8,1064,600,179,500,270,213,57,21,39,39,0,1086,6117,4078,137,129,8,8297,155,1131,867,238,804,315,50,151,1392,1411,1016,316,451,1957,32,38075,62212,74792,75000,62452,53603,105625,4883,4262,4654,4418,1126,1,2025-12-01T17:19:18.946Z,2025-12-01T17:19:18.946Z
47,19950,19950,2023,860Z200US19950,7822,46.5,7822,6319,854,8,165,0,70,406,7822,623,7822,264,480,16,216,499,244,8,3229,1954,1275,3229,1954,965,409,262,155,40,123,3229,661,111,0,,5817,1698,280,395,740,483,727,296,9,44,1076,7465,1299,119,43,260,301,308,192,74970,37503,3229,90,207,0.4043,6559,4278,4274,4106,168,2281,6559,3480,3480,3229,251,3229,2388,841,272800,1304,31.5,1991,3480,2665,62,58,75,147,0,5,0,468,7771,6309,156,976,1557,2226,3229,127,1094,929,610,469,7765,434,284,4027,3375,0,0,331,3696,319,247,294,7284,0,0,130,18,0,6374,535,7767,0,41,41,243,668,503,4106,2464,614,266,172,94,175,87,29,147,16,0,0,131,26,4106,2464,97,97,0,607,241,40,260,138,124,14,70,130,70,60,205,3192,2002,97,97,0,4106,115,742,374,96,516,259,91,300,305,583,310,126,289,1135,62,41058,58045,46000,44094,60083,58482,52305,1444,1473,2010,2321,574,1,2025-12-01T17:19:59.394Z,2025-12-01T17:19:59.394Z
48,19951,19951,2023,860Z200US19951,1957,58.6,1957,1688,103,0,85,0,11,70,1957,64,1957,47,151,48,104,175,48,0,795,601,194,795,601,346,139,85,13,15,3,795,122,7,0,,1666,565,17,93,270,108,301,106,32,51,490,1921,224,29,6,38,83,51,12,79698,43609,795,46,67,0.4591,1710,834,834,789,45,876,1710,886,886,795,91,795,789,6,427900,,15.8,2001,886,803,43,0,0,0,0,0,0,39,1957,1938,251,344,566,324,795,4,214,441,114,22,1957,153,33,782,567,0,0,122,660,90,33,31,1903,2,0,33,15,0,1703,256,1957,0,45,17,21,80,158,789,534,173,103,99,4,0,0,0,3,0,0,1,2,67,789,534,1,1,0,157,11,4,27,47,34,13,3,20,17,3,100,531,370,1,1,0,789,1,178,18,4,72,58,6,70,106,152,28,27,69,275,1,44792,59750,52981,53077,44688,,,254,258,409,609,427,1,2025-12-01T17:20:39.843Z,2025-12-01T17:20:39.843Z
49,19952,19952,2023,860Z200US19952,10730,37.3,10730,9282,845,0,124,0,35,444,10730,564,10730,136,299,43,163,348,102,25,4172,2856,1316,4172,2856,1449,431,527,199,208,42,4172,1176,187,1,,7058,2192,295,710,858,713,1066,525,28,18,1637,10184,2317,232,57,561,589,412,315,78333,34936,4172,151,122,0.3807,8369,5816,5803,5566,237,2553,8369,4446,4446,4172,274,4172,3133,1039,274000,1183,26.8,1992,4446,3656,12,27,103,44,203,73,23,301,10725,8760,527,1274,3060,2212,4172,152,852,1911,666,591,10716,938,337,5372,4397,30,0,437,4935,600,245,322,9931,25,0,87,8,0,8167,854,10717,0,213,118,451,1145,564,5566,2780,911,395,343,52,290,160,71,140,14,0,116,10,86,5566,2780,141,137,4,297,219,97,327,149,129,20,10,164,145,19,213,4057,2023,112,108,4,5566,156,463,269,106,709,263,23,326,431,1375,659,149,637,1975,123,43488,61042,63948,64651,63354,48116,36460,2550,2476,2534,2293,877,1,2025-12-01T17:21:20.237Z,2025-12-01T17:21:20.237Z
50,19953,19953,2023,860Z200US19953,4614,36.3,4614,3579,254,63,11,0,1,706,4614,332,4614,151,162,9,11,380,8,1,1700,899,801,1700,899,237,162,302,169,0,29,1700,541,81,0,,2979,907,288,179,152,516,54,243,0,9,306,4266,873,20,50,119,291,203,122,71466,33590,1700,118,0,0.3886,3632,2442,2402,2224,178,1190,3632,1830,1830,1700,130,1700,1259,441,244200,1063,33.6,1993,1830,1326,5,0,0,0,0,0,0,499,4609,3394,295,592,564,1191,1700,130,523,521,448,78,4568,379,280,2245,1523,0,0,240,2005,159,93,99,4163,1,0,401,22,0,3455,518,4574,0,60,79,124,515,147,2224,1196,324,164,108,56,25,5,0,135,0,0,135,0,0,2224,1196,0,0,0,277,148,40,74,152,152,0,0,0,0,0,118,1517,891,0,0,0,2224,31,320,266,40,332,217,0,115,142,430,131,84,116,577,0,41598,68203,59514,59583,,56059,,1119,1164,998,927,406,1,2025-12-01T17:22:00.638Z,2025-12-01T17:22:00.638Z
18,19735,19735,2023,860Z200US19735,0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-666666666,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,2025-12-01T17:00:26.290Z,2025-12-01T17:00:26.290Z
10,19716,19716,2023,860Z200US19716,0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-666666666,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,2025-12-01T16:55:02.712Z,2025-12-01T16:55:02.712Z
51,19954,19954,2023,860Z200US19954,1728,37.7,1728,1470,199,0,0,0,30,29,1728,27,1728,15,22,5,7,26,1,0,648,476,172,648,476,261,79,64,17,9,46,648,197,56,0,,1126,441,65,72,149,96,95,27,0,0,122,1708,502,0,13,84,154,174,75,61823,29767,648,20,45,0.3838,1394,758,753,718,35,636,1394,686,686,648,38,648,476,172,283800,1205,27.9,1981,686,643,7,0,0,0,0,0,0,36,1728,1086,27,200,288,109,648,14,160,264,88,122,1719,272,9,706,581,0,0,70,636,94,123,13,1702,1,0,0,0,0,1280,127,1723,0,4,28,17,251,108,718,405,91,70,70,0,18,5,10,2,0,0,2,0,1,718,405,10,10,0,102,105,5,9,59,19,40,5,10,10,0,29,552,381,10,10,0,718,16,110,109,5,45,73,5,35,37,96,115,13,59,221,0,50833,63523,64464,90729,,64875,,443,348,390,458,89,1,2025-12-01T17:22:41.076Z,2025-12-01T17:22:41.076Z
7,19710,19710,2023,860Z200US19710,0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-666666666,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,2025-12-01T16:53:01.407Z,2025-12-01T16:53:01.407Z
52,19955,19955,2023,860Z200US19955,359,14,359,325,0,0,0,0,30,4,359,22,359,22,22,0,0,22,9,0,88,81,7,88,81,25,13,1,37,5,0,88,57,41,0,,128,49,4,0,4,8,45,0,0,0,45,359,260,4,4,126,79,9,1,50000,13523,88,0,0,0.2101,141,105,105,68,37,36,141,98,98,88,10,88,74,14,220000,,-666666666,2005,98,90,0,0,0,0,0,0,0,8,359,313,10,254,17,5,88,0,54,30,4,0,359,8,1,68,42,0,0,0,68,7,10,1,354,0,0,0,0,0,136,8,359,0,0,0,4,6,4,68,35,1,0,0,0,1,1,0,0,0,0,0,0,0,68,35,0,0,0,12,0,0,1,0,0,0,0,3,0,3,0,57,35,0,0,0,68,0,12,4,0,9,4,0,3,0,8,7,0,21,6,0,33750,14375,,,,,,223,26,73,37,0,1,2025-12-01T17:23:21.525Z,2025-12-01T17:23:21.525Z
53,19956,19956,2023,860Z200US19956,16274,36.5,16274,11646,2701,76,86,0,515,1250,16274,2233,16274,931,1533,47,602,1658,685,14,6013,4302,1711,6013,4302,1919,801,707,646,91,138,6013,2052,918,10,,10770,3643,626,830,1341,913,1182,445,49,12,1688,15686,4154,201,120,728,1106,1307,471,59085,29022,6013,382,229,0.4296,12510,7880,7880,7487,393,4630,12510,6556,6556,6013,543,6013,3949,2064,233500,923,31.8,1986,6556,4483,196,149,59,166,267,49,51,1120,16252,10680,882,1498,2447,2507,6013,229,2036,1781,1147,820,16245,3047,356,7439,6122,117,88,293,7146,729,978,77,15313,151,0,81,0,0,11976,982,16274,0,133,351,499,1898,844,7487,3702,921,607,466,141,161,36,58,110,65,10,23,12,43,7487,3702,319,319,0,603,649,39,301,321,311,10,49,160,114,46,440,5168,2914,255,255,0,7487,417,677,878,79,817,596,96,575,864,1387,519,330,252,2061,313,38188,57420,57722,49153,85980,82000,,4298,3549,3641,3840,946,1,2025-12-01T17:24:02.046Z,2025-12-01T17:24:02.046Z
54,19958,19958,2023,860Z200US19958,29599,61.8,29599,26081,690,34,591,0,508,1695,29599,1231,29599,527,1821,530,1294,2287,431,52,14358,8931,5427,14358,8931,6281,1227,1004,244,146,29,14358,1688,297,2,,25433,4978,483,1200,2683,2406,6568,3725,1211,1006,12510,29111,3529,133,194,852,905,645,471,91445,63733,14358,339,2499,0.4694,26596,12454,12419,12036,383,14142,26596,19410,19410,14358,5052,14358,11923,2435,488900,1654,35.5,2003,19410,13082,1300,229,235,858,934,550,126,2086,29361,25009,2467,5644,8587,4728,14358,571,4990,6198,1994,605,29384,1913,222,11879,8582,13,0,2326,9553,1648,706,454,28891,1,0,239,10,13,26210,2725,29354,2,152,583,426,1491,4020,12036,6007,2592,1153,854,299,554,287,171,524,18,113,301,92,361,12036,6007,64,64,0,775,534,186,633,344,308,36,152,463,225,238,757,8050,4243,10,10,0,12036,104,926,878,314,1334,461,218,928,1513,3136,1093,530,601,5913,45,53830,73051,81691,72446,107109,70682,67731,3354,3017,5100,13214,4914,1,2025-12-01T17:24:42.735Z,2025-12-01T17:24:42.735Z
55,19960,19960,2023,860Z200US19960,7083,37.1,7083,4601,1614,0,0,0,143,725,7083,1003,7083,273,838,182,565,939,198,31,2303,1812,491,2303,1812,836,258,452,173,11,82,2303,817,333,0,,4517,1599,208,218,660,653,442,149,21,26,638,6767,1740,66,89,362,213,519,468,66929,29516,2303,10,112,0.3769,5717,3726,3709,3629,80,1991,5717,2509,2509,2303,206,2303,1896,407,276200,1306,16.7,1998,2509,1937,44,0,0,0,0,0,0,528,7081,6031,56,459,1662,2859,2303,103,565,862,465,308,7083,536,320,3495,2800,0,0,426,3069,293,341,73,6672,0,31,6,0,0,5439,301,7066,0,87,160,62,800,256,3629,1686,180,73,57,16,79,0,47,0,0,0,0,0,28,3629,1686,5,0,5,482,216,49,261,97,97,0,82,21,0,21,289,2658,1275,5,0,5,3629,5,586,329,130,481,151,82,91,440,959,115,51,209,818,5,33031,49828,65789,80107,27414,69202,,1627,1742,1709,1578,427,1,2025-12-01T17:25:23.185Z,2025-12-01T17:25:23.185Z
56,19962,19962,2023,860Z200US19962,12618,39.3,12618,7581,2864,248,543,0,96,1286,12618,801,12618,335,1048,162,713,1274,147,17,4521,3572,949,4521,3572,1452,783,642,341,264,90,4521,1594,180,0,,8931,2103,381,593,1221,476,2260,874,120,279,3533,12265,2683,190,239,624,468,667,345,107868,38245,4521,53,224,0.3441,10063,6585,6469,6126,343,3478,10063,4730,4730,4521,209,4521,4073,448,357000,1205,45.2,2004,4730,3921,125,9,7,0,101,0,0,567,12614,11347,1504,2061,3338,3233,4521,93,975,2405,805,243,12416,613,361,6141,4901,76,0,408,5733,1002,403,38,11883,1,0,109,0,0,9671,1382,12502,0,108,150,373,1368,738,6126,3016,1232,585,460,125,223,52,123,303,15,0,272,16,121,6126,3016,0,0,0,350,221,34,632,99,96,3,73,118,118,0,249,4629,2379,0,0,0,6126,13,386,278,78,938,162,73,523,425,1857,383,103,907,2994,0,55490,69286,75156,93649,51189,79583,82847,2831,2607,3378,3031,771,1,2025-12-01T17:26:03.705Z,2025-12-01T17:26:03.705Z
57,19963,19963,2023,860Z200US19963,22544,40.3,22544,14267,4578,58,604,41,1310,1686,22544,2331,22544,1345,2450,393,1105,3092,1166,180,9372,5558,3814,9372,5558,2633,1388,794,357,247,139,9372,2496,805,0,,15863,4450,742,1047,2299,1334,2671,1307,180,184,4342,21577,4609,132,330,758,1067,1532,608,65420,36684,9372,303,513,0.4473,17965,10928,10894,10379,515,7037,17965,10300,10300,9372,928,9372,5894,3478,291200,1161,28.9,1986,10300,7149,305,165,281,635,694,303,412,356,22246,14102,1080,2480,4291,2778,9372,1105,3132,3381,989,765,22168,3443,344,10261,8009,185,0,867,9394,1417,681,311,21076,55,63,666,0,0,17252,1637,22241,0,229,231,988,2219,1906,10379,5284,1672,877,695,182,326,139,47,318,17,37,201,63,151,10379,5284,147,147,0,899,713,109,930,331,233,98,19,288,76,212,466,7992,4278,104,104,0,10379,153,1067,1081,115,1564,416,69,471,822,2549,1089,496,487,3632,80,41705,68086,71065,71798,36125,61891,61750,5258,4647,4291,6667,1681,1,2025-12-01T17:26:44.201Z,2025-12-01T17:26:44.201Z
58,19964,19964,2023,860Z200US19964,1570,40.3,1570,1479,0,0,0,0,22,69,1570,59,1570,39,39,17,0,53,22,0,674,450,224,674,450,168,56,24,173,10,19,674,268,22,0,,1164,401,44,91,80,100,39,33,0,0,72,1511,225,9,10,26,155,25,0,95250,45762,674,0,19,0.3135,1239,770,751,730,21,469,1239,674,674,674,0,674,624,50,334000,,-666666666,2002,674,643,0,0,0,0,0,0,0,31,1552,1415,0,249,776,164,674,188,155,267,43,21,1570,62,50,749,338,0,0,26,723,97,0,61,1483,0,0,442,0,0,1182,72,1551,0,0,0,37,13,38,730,442,32,14,14,0,0,0,0,7,0,0,0,7,11,730,442,14,14,0,243,68,0,31,60,60,0,0,0,0,0,11,592,375,14,14,0,730,14,243,143,60,88,60,0,0,19,88,0,4,11,95,14,53382,57396,74063,74063,,,,369,61,726,264,150,1,2025-12-01T17:27:24.637Z,2025-12-01T17:27:24.637Z
59,19966,19966,2023,860Z200US19966,34892,53,34892,26481,2814,1074,468,0,1572,2483,34892,3889,34892,1674,2841,271,1167,3009,854,17,15130,10211,4919,15130,10211,6061,1645,1455,728,139,183,15130,3374,1101,26,,26378,7670,1009,2012,3443,2386,4182,2511,303,290,7286,33887,6101,323,239,1357,1419,1488,1046,75436,42440,15130,318,1189,0.4242,29509,16600,16468,15449,1019,12909,29509,19625,19625,15130,4495,15130,12481,2649,282100,1293,30.1,2002,19625,9877,2231,18,138,611,293,269,45,6138,34612,27088,2382,5419,8909,5994,15130,428,5223,6572,2103,804,34550,4153,680,15309,12063,18,0,1730,13579,936,965,550,33251,62,116,232,56,4,28610,2785,34492,32,174,811,686,3228,3956,15449,7274,2266,1287,997,290,365,156,24,498,32,52,351,63,116,15449,7274,206,203,3,1033,598,99,1093,495,403,92,52,652,362,290,841,9997,5123,204,201,3,15449,327,1422,947,121,2078,799,135,1081,1871,3717,1660,664,627,5803,128,38680,62556,71667,74167,62895,76000,63700,6150,5480,6664,12858,3740,1,2025-12-01T17:28:05.091Z,2025-12-01T17:28:05.091Z
60,19967,19967,2023,860Z200US19967,2093,65.4,2093,1941,27,0,15,0,67,43,2093,44,2093,4,80,25,76,94,7,7,1188,710,478,1188,710,581,94,31,4,0,0,1188,78,33,0,,1952,371,51,182,212,235,506,222,92,25,845,2075,100,0,0,13,2,62,5,89545,62617,1188,98,187,0.4362,2030,740,740,705,35,1290,2030,1786,1786,1188,598,1188,1108,80,450100,1730,18.1,,1786,1123,632,0,0,0,0,0,0,31,2093,1909,193,654,931,53,1188,18,474,533,150,13,2091,142,16,674,447,4,0,149,525,41,95,85,2048,0,0,12,0,0,1997,90,2093,0,0,29,29,68,540,705,345,159,85,52,33,32,32,0,35,0,8,9,18,7,705,345,0,0,0,39,28,25,65,18,18,0,14,18,8,10,70,474,250,0,0,0,705,0,46,72,27,91,51,18,38,122,90,132,8,10,309,0,68347,112656,137292,157891,136250,148125,149063,96,146,252,1371,228,1,2025-12-01T17:28:45.535Z,2025-12-01T17:28:45.535Z
61,19968,19968,2023,860Z200US19968,14791,54,14791,12608,964,1,346,0,124,748,14791,652,14791,168,720,136,552,874,162,3,6093,4441,1652,6093,4441,2517,997,597,289,41,0,6093,1448,413,0,,11476,2814,325,748,1174,1050,2692,1386,270,295,4643,14408,2571,283,227,432,349,681,480,81646,43179,6093,264,540,0.4202,12732,6249,6236,5698,538,6483,12732,7380,7380,6093,1287,6093,5500,593,418600,1408,39.3,2004,7380,6217,446,63,80,123,21,0,9,400,14773,13385,832,3463,5098,1858,6093,56,1839,2881,900,417,14744,1232,291,5691,4439,1,0,658,5033,719,391,119,14158,0,0,65,43,0,12253,1113,14774,0,125,215,342,824,1843,5698,2953,945,497,434,63,164,92,16,162,45,6,89,22,122,5698,2953,145,145,0,325,290,17,586,162,82,80,47,59,40,19,330,3949,1985,41,41,0,5698,162,379,427,25,759,191,160,147,517,1692,408,464,367,2631,56,51352,69957,71071,75076,51889,66818,80651,2525,2206,2782,5678,1600,1,2025-12-01T17:29:26.001Z,2025-12-01T17:29:26.001Z
62,19970,19970,2023,860Z200US19970,8265,62.9,8265,7761,86,10,118,0,34,256,8265,234,8265,60,409,152,349,442,86,0,3891,2797,1094,3891,2797,2148,336,280,29,4,0,3891,433,133,0,,6972,1546,159,435,661,614,1634,1308,222,108,3272,8022,894,31,192,130,137,173,147,90802,50258,3891,283,447,0.4139,7208,2928,2903,2864,39,4280,7208,8418,8418,3891,4527,3891,3540,351,489500,1458,38,2004,8418,5151,1780,10,223,177,169,126,0,782,8265,7104,558,1349,2180,2388,3891,141,1367,1751,445,187,8265,1060,10,2843,1923,0,0,651,2192,449,188,79,7799,2,0,28,0,0,7134,723,8240,0,21,178,261,483,1129,2864,1466,827,410,308,102,127,76,32,257,0,78,135,44,33,2864,1466,0,0,0,269,45,23,106,53,40,13,13,49,20,29,333,1855,1023,0,0,0,2864,0,300,100,31,314,57,25,226,502,646,335,113,215,1643,0,52625,70417,86563,76875,120714,50000,26705,1106,778,994,3718,1669,1,2025-12-01T17:30:06.426Z,2025-12-01T17:30:06.426Z
63,19971,19971,2023,860Z200US19971,15528,62.1,15528,13679,699,3,259,0,236,652,15528,413,15528,246,966,324,720,1108,187,2,7915,4676,3239,7915,4676,3650,553,328,82,3,60,7915,646,109,0,,13770,2375,209,807,1392,981,3928,2338,860,387,7513,15377,1522,104,32,319,380,260,296,103301,76357,7915,195,1554,0.4791,14369,7062,7058,6666,392,7307,14369,16948,16948,7915,9033,7915,6989,926,561300,1383,35.9,1995,16948,9426,1362,366,766,1010,839,397,821,1961,15513,13752,1149,2835,4225,3297,7915,242,3016,3567,864,226,15515,1103,41,6520,4567,50,6,1449,5071,1111,298,50,15352,2,0,153,0,0,14251,1315,15524,0,64,347,95,599,2094,6666,3356,1577,861,653,208,292,86,84,242,44,30,78,90,182,6666,3356,61,4,57,203,172,74,324,91,91,0,111,523,277,246,378,4310,2187,43,4,39,6666,69,335,233,129,543,281,128,923,854,1487,881,198,605,3435,47,53929,80367,82448,90323,61714,89904,101442,1273,1309,2790,7632,2524,1,2025-12-01T17:30:46.871Z,2025-12-01T17:30:46.871Z
64,19973,19973,2023,860Z200US19973,25786,42.9,25786,15702,5395,12,241,0,1203,3233,25786,2725,25786,1285,2369,110,1084,2632,784,93,9927,6827,3100,9927,6827,2907,1736,1252,612,212,108,9927,3145,897,0,,17722,5435,571,1308,2780,1677,2025,918,172,58,3173,24711,5753,306,461,1174,1153,1498,1010,62668,32570,9927,608,610,0.4415,20683,12810,12810,11693,1117,7873,20683,10725,10725,9927,798,9927,7253,2674,254300,1131,33.3,1986,10725,7481,352,224,367,437,205,175,131,1289,25486,19051,660,3345,6253,4523,9927,476,3151,3400,1915,985,25409,4173,596,11385,8849,26,13,881,10504,1607,959,550,24124,15,59,533,115,0,19983,1683,25535,0,191,520,780,2518,1770,11693,6031,1328,764,650,114,256,65,62,160,55,0,74,31,148,11693,6031,285,271,14,749,1027,182,760,688,542,146,12,110,73,37,664,8387,4634,216,202,14,11693,423,769,1660,279,1511,1009,24,340,959,2740,674,693,612,3587,127,39074,63188,77204,81546,50494,72153,190093,5803,4812,6395,6929,1847,1,2025-12-01T17:31:27.256Z,2025-12-01T17:31:27.256Z
65,19975,19975,2023,860Z200US19975,10356,61,10356,8958,309,0,28,49,325,687,10356,860,10356,426,785,114,359,913,335,49,4921,3139,1782,4921,3139,2135,474,411,86,22,11,4921,651,124,0,,8819,2390,374,498,1024,612,2012,1127,126,133,3398,10297,1214,16,54,343,309,213,220,86063,59598,4921,198,599,0.4666,9421,4430,4414,4117,297,4991,9421,8890,8890,4921,3969,4921,4343,578,430000,1098,27.6,2003,8890,5710,1720,82,42,129,147,51,99,910,10353,9317,863,2405,2860,1806,4921,163,1657,1939,878,284,10324,653,86,4096,3146,0,0,624,3472,362,388,30,10206,8,0,55,27,0,9313,747,10339,0,5,253,64,568,1366,4117,2046,831,423,298,125,162,32,56,177,69,6,85,17,69,4117,2046,12,12,0,389,193,51,242,108,52,56,4,112,43,69,337,2890,1602,12,12,0,4117,12,450,285,79,534,131,12,266,475,1077,432,233,131,1672,0,46778,71141,120000,110096,121838,67138,115179,1027,1248,2013,4472,1596,1,2025-12-01T17:32:07.667Z,2025-12-01T17:32:07.667Z
66,19977,19977,2023,860Z200US19977,27164,38.8,27164,15640,8170,22,628,0,262,2442,27164,2150,27164,364,1844,88,1480,2409,703,134,9258,6600,2658,9258,6600,2782,1471,1429,778,59,81,9258,3423,847,20,,19083,5789,1532,1590,2598,1656,2750,1289,157,187,4383,26209,6220,328,415,1224,1305,1516,874,78803,34915,9258,114,624,0.3612,21705,12550,12378,11814,564,9155,21705,9899,9899,9258,641,9258,7694,1564,311800,1366,29.7,2002,9899,6108,1961,42,364,604,193,0,15,612,25049,21428,2283,3625,6737,6315,9258,216,2959,4105,1422,556,25051,1775,803,11834,9736,70,0,1070,10764,1522,1592,308,25271,33,41,248,286,0,20914,1632,24915,0,238,410,826,3059,1496,11814,5397,1385,790,646,144,366,268,48,205,0,82,123,0,24,11814,5397,51,51,0,536,814,96,1025,645,600,45,48,179,111,68,484,9023,4338,36,36,0,11814,84,674,985,96,1882,860,54,731,881,2817,935,257,1558,4132,0,49899,62483,65060,78103,61989,74765,75515,6078,6077,7124,6193,1692,1,2025-12-01T17:32:48.113Z,2025-12-01T17:32:48.113Z
67,19979,19979,2023,860Z200US19979,503,39.8,503,484,0,0,0,0,0,19,503,5,503,1,1,0,0,2,0,0,217,133,84,217,133,61,20,52,0,0,0,217,65,4,0,,366,116,23,56,60,9,47,5,0,1,53,475,108,20,2,15,30,7,34,95325,41591,217,2,23,0.3913,404,236,236,222,14,168,404,217,217,217,0,217,178,39,265600,1708,9,1985,217,193,0,0,0,0,0,0,0,24,503,359,35,69,13,99,217,0,38,126,38,15,493,48,28,215,202,0,0,13,202,14,28,1,475,0,0,0,0,0,401,123,503,0,0,12,0,51,14,222,152,8,0,0,0,6,1,1,2,0,0,2,0,0,222,152,15,15,0,8,33,0,2,0,0,0,0,0,0,0,33,182,130,15,15,0,222,15,8,33,0,38,0,0,0,39,26,0,10,53,29,0,58750,53438,,,,70625,,102,103,75,201,22,1,2025-12-01T17:33:28.660Z,2025-12-01T17:33:28.660Z
68,21912,21912,2023,860Z200US21912,1430,59,1430,1388,29,0,0,0,0,13,1430,0,1430,0,22,22,22,37,0,0,677,421,256,677,421,232,103,79,0,0,7,677,67,0,0,,1196,428,0,104,233,121,108,120,59,0,287,1417,179,5,0,64,71,7,32,65074,66003,677,0,118,0.5588,1270,551,551,539,12,719,1270,677,677,677,0,677,611,66,385600,,-666666666,1990,677,651,0,0,0,0,0,0,14,12,1430,1311,61,61,256,603,677,91,227,190,140,29,1430,51,0,486,390,0,0,61,425,27,186,11,1412,0,0,82,0,0,1270,136,1430,0,0,38,18,76,181,539,332,76,15,15,0,16,7,0,45,0,45,0,0,0,539,332,74,74,0,33,73,15,0,19,19,0,0,7,7,0,45,392,251,21,21,0,539,74,44,73,15,11,19,0,7,146,98,0,22,30,272,9,102015,120769,127994,,,153047,,160,106,309,658,197,1,2025-12-01T17:34:09.120Z,2025-12-01T17:34:09.120Z
